address,blockHash,blockNumber,transactionHash,data,timestamp,commitment,leafIndex,event,msg.sender,relayer,to,nullifierHash,fee
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0xafc95328aa975925fbcfbfe832aa373d212dbe4382448720baec0769a484ae78,9264686,0xdf712249815f886ba8a2b0e3b9c52329e04e95bef98dce1e75e907e99cbdaef3,0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e1ac654,1578813012,b'%\x99\x8aR\x14\x1e\x80=\xfc\xd2Ce\xc9\xa1\xcd^\x84B\xbb<\xc4P\xfcv\xaa\xe8\xa0\xea\x05w\x93\x04',0.0,Deposit,0x0F73F298e946FFafB4ACd1B18e4ba2FbC393Ad72,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0x2cf907753becb9134d5213cd8e7053ea1a3e8502eb4b162ced132b55b2c98390,9264692,0x8746a7255aecf4613692044844c50c765c6473697020e8e4fc6d4acbc1018bf2,0x000000000000000000000000eedcd77c6005a1c5912454aca7f978dd332e608e2a7fe458da2449cfbec85cc32cac3f6137fe183d71db277c78eeea23ddc29d5a0000000000000000000000000000000000000000000000000000000000c3e0b5,1578813185,,,Withdrawal,0xe0F87651D3B65641C0FE1B71C5fBE88236D4b2E6,0xe0F87651D3B65641C0FE1B71C5fBE88236D4b2E6,0xeeDcD77c6005A1c5912454aca7F978Dd332E608e,"b""*\x7f\xe4X\xda$I\xcf\xbe\xc8\\\xc3,\xac?a7\xfe\x18=q\xdb'|x\xee\xea#\xdd\xc2\x9dZ""",12837045.0
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0x6bde591d0bf30bf527cc74562b1bc654a4b99b94b3cee33847fd787d175adc2e,9268399,0xcf16d99489af3999ca775accedd25eb09ff3c3a5069d7ca5aa91c5431a220970,0x0000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000005e1b8784,1578862468,b'\x0c\x07G1\xa3\xfeV\xb8?\xa0\xb7f\x1e\xb8\xcb\x039\xa0\xba\xc88|\xeb\xf19PN\xea\xc5D\x8fV',1.0,Deposit,0x152deD7E5f13547A9194cE0D0e2b2e1fe6B4fF17,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0x9b4ce61ffc3db04573986646b1ade675f4614815e516a035c32f5ddd5ca85bf8,9268415,0x0bc12f3971888a7299fc744bc91796c110b7beb9d54e901684c575be2ae5afb0,0x000000000000000000000000dcc14fb8c9e1196fc4a983c2c6b21f216d0ac2ae1dc3db4e35325ce53b6146cc79dfc4f83d32069213f33b3afb85ddc46cf69c7300000000000000000000000000000000000000000000000000000000016c0117,1578862654,,,Withdrawal,0xefAB18983029d2BA840E34698eFb67fDF8120711,0xefAB18983029d2BA840E34698eFb67fDF8120711,0xdcc14Fb8c9E1196fC4A983c2C6b21f216d0AC2Ae,b'\x1d\xc3\xdbN52\\\xe5;aF\xccy\xdf\xc4\xf8=2\x06\x92\x13\xf3;:\xfb\x85\xdd\xc4l\xf6\x9cs',23855383.0
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0xdb8ca3602ea0c67c12bda7e7a42cf190f3b14ea25ae5073cf0b8dd4c84ddd360,9276875,0x5af6f053b2a365f8a19cf91cf90753de55729e854529ca219cd8e0e73bf245e3,0x0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000005e1d3bc7,1578974151,b'\x1d\xc1\x1f\xee\x8a\x1b\x8c\x97\xc9\xbf\xe9\xc2vi\xc1\x82\x14(F\xfd\x15\xe5Q\xa0\x9c\x15\xe3\xa4\xb3-\x0b\x06',2.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0xe7cee05e5dc760ceac8e03f7c35e9e3c7f458ad307eaf2bf5f4925fa9fe0256b,9276880,0xb409eba74ebecb8d73af4c759bc98e309617a5337b7b2f5ab6fa37c867bd0d2e,0x0000000000000000000000000000000000000000000000000000000000000003000000000000000000000000000000000000000000000000000000005e1d3c22,1578974242,b'\nC\x91\xe2\xf8\xacz\x1f\xeag\xc1&:\xf6\xe5\xf5e\r\xbb?\xdb)\xe1e\xc0^\xaf#\xe5.+\xf1',3.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0x4e7607c26e28960394285e26035d23d1fcf26ea98170a32df90cd8f425ea8c20,9276936,0x7444921f8f09dd31e33420f0cdf2e39727e0694947a07a9e0c32303d118f357b,0x0000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000005e1d3f28,1578975016,b'\x1b\x99\xa2\xda&.\x83\xe2\x96\xb5+v\xf8B\x82\xd6!\x06>\xbd\x8dW\xc9p\xeaVB\\\x1d9\xbal',4.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0x88758e97a27ab9e192d5c020e24661aa6a51be4d5bf27d95a09668f1bc3dd968,9276939,0x5c292c9857f014aed0cf7a844b77db97db0d2052b0c074e1cddc555c58cfad29,0x0000000000000000000000000000000000000000000000000000000000000005000000000000000000000000000000000000000000000000000000005e1d3f74,1578975092,"b""\x1f\xd1\xc9\x1c\x82B\xa9\x88\xda\x7f\x87\x96,'A\xe8C\xd3\xe2i7-\x81\xc7c\x06$\x0f^\xa7\xb5|""",5.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0xea3bdd5371bda81f5b94f27a54fb06d67466b15b2705ebd2d673787033e0039a,9276943,0x6f2a03544b6b70f6b5e92c5c35195c3ac5491470bb4448f09da8e3fc1421a76d,0x0000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000005e1d3fbf,1578975167,b'&\x13\xb9l\x15u9\xd1g\x04\xd6\x12\x8e\xdb;\xd3\x0f\x88*\x0bd~\x86\x8f\x92\xb9\ri\xdf\xbb\x86\x99',6.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
0x0836222F2B2B24A3F36f98668Ed8F0B38D1a872f,0xa1b453d64c43f212c22d483e751ec9c99e548d20686e3c38975103865092e71e,9276950,0xc267d2c7ca90895a042564570a4a33e14758fe7063ca64c9beb2d8024b0ac154,0x0000000000000000000000000000000000000000000000000000000000000007000000000000000000000000000000000000000000000000000000005e1d4043,1578975299,"b'""f\xe7s\'\xb5\xb8\xba)\x044oU\x83\xc9 \xf7E\xe7*\xf2\x032N\x8a\xe1\x807\xd1\xc0B\xa1'",7.0,Deposit,0x879ADa4558D4eb794f3A75bdD96bB5E856171932,,,,
